timestamp,src_ip,dst_ip,src_port,dst_port,protocol,bytes_sent,bytes_received,user_agent,url,is_internal_traffic,label,attack_type,prediction
2025-10-01 04:11:21,15311162182,2029224131,3389,21,0,271417,482806,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/login?id=262850,0,0,benign,-1
2025-10-01 05:01:20,2466144220,1511817129,53,443,0,64213,67744,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/dashboard?id=296452,0,0,benign,1
2025-10-01 05:45:45,1969456179,16180107,57116,445,1,4778,11371,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/manager/html?id=948249,0,0,benign,-1
2025-10-01 05:58:38,48129150120,1562208586,53819,443,0,9462,14565,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/?id=493246,0,0,benign,1
2025-10-01 06:14:05,255141218178,15244116253,51620,1433,0,32201,128441,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/wp-login.php?id=134862,0,0,benign,1
2025-10-01 06:22:48,23216513142,18369142192,25424,445,1,24971,7262,python-urllib/3.9,https://webmail.corp/login?id=895434,0,0,benign,-1
2025-10-01 06:36:26,20037141199,23632118228,19269,5,1,7781,26386,curl/8.4.0,https://portal.example.org/login?id=969994,0,1,port-scan,-1
2025-10-01 07:01:35,1619519886,15415112214,40858,3389,0,5737,22359,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/dashboard?id=169999,0,0,benign,1
2025-10-01 07:33:43,25530132245,2105067202,43570,443,0,19666,37072,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/config.php?id=809262,1,0,benign,-1
2025-10-01 08:13:56,18251102157,15420377202,22,22,2,27778,106478,python-requests/2.31.0,https://api.service.io/backup.sql?id=369045,0,0,benign,-1
2025-10-01 08:15:43,1019125128,2556120051,21027,53,1,144452,444250,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,https://webmail.corp/phpmyadmin?id=453617,1,0,benign,-1
2025-10-01 09:34:36,16554226184,195118246165,24447,445,0,47738,59837,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/api/v1/users?id=314737,0,0,benign,1
2025-10-01 09:36:33,67521719,10118113154,22,80,0,8286,19778,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/?id=647220,0,0,benign,1
2025-10-01 10:06:26,191282285,15313679216,25,22,1,79538,141624,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/?id=276227,0,0,benign,-1
2025-10-01 10:22:09,23025476168,1431123207,1433,443,0,28391,105998,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/owa/auth/logon.aspx?id=109069,1,0,benign,-1
2025-10-01 10:50:19,164019171,5813210164,29599,80,0,42088,146722,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/phpmyadmin?id=799500,0,0,benign,1
2025-10-01 10:58:59,852001132,14314743154,22,443,1,184486,202730,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/?id=503436,1,0,benign,-1
2025-10-01 11:43:13,104351151,14015954208,443,1433,0,7124,9076,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/owa/auth/logon.aspx?id=730696,1,0,benign,-1
2025-10-01 12:14:10,7820528162,816064234,24549,1433,0,28562,109042,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/api/v1/users?id=898783,0,0,benign,1
2025-10-01 12:19:41,24646187137,5523824944,443,443,0,11252,14019,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://portal.example.org/.env?id=303232,0,0,benign,1
2025-10-01 13:44:19,2818324922,24112858,22143,53,0,11339,33930,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/dashboard?id=267759,0,0,benign,1
2025-10-01 13:44:43,2272249736,52131182101,53145,445,1,925,3853,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/?id=773094,0,0,benign,-1
2025-10-01 14:52:31,248230810,5223818599,34531,25,0,1512,3304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/.env?id=658782,1,0,benign,-1
2025-10-01 15:08:35,8728172202,57201193187,19043,22,0,4530,17976,curl/8.4.0,https://portal.example.org/wp-login.php?id=203454,0,0,benign,1
2025-10-01 15:18:23,1852120731,17720822390,40240,25,0,12335,22276,curl/8.4.0,https://internal.bank.local/wp-login.php?id=981257,1,0,benign,-1
2025-10-01 15:18:58,5523476190,27753143,5211,22,0,260490,453705,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/dashboard?id=537644,0,0,benign,-1
2025-10-01 15:24:28,18972250168,1331077892,18531,80,0,22468,65842,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/backup.sql?id=390948,0,0,benign,1
2025-10-01 15:46:08,18066745,79110126199,27713,53,0,236687,181586,curl/8.4.0,https://app.company.in/wp-login.php?id=492322,0,0,benign,-1
2025-10-01 15:54:55,16225157211,94592055,9714,25,0,76456,139657,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/admin?id=322013,0,0,benign,1
2025-10-01 16:45:21,44325430,3825187137,35899,7987,0,87806,360152,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/?id=323379,1,0,benign,-1
2025-10-01 16:45:48,12811232206,177220214144,34403,3306,0,3182,13013,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/login?id=303150,0,0,benign,1
2025-10-01 16:49:08,52218172208,1221011489,31705,445,0,39163,56225,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/.env?id=360731,1,0,benign,-1
2025-10-01 17:54:43,451713231,2498223182,24099,80,0,6092,12287,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/phpmyadmin?id=369671,1,0,benign,-1
2025-10-01 18:00:43,717221244,63249197227,64406,445,0,75826,315647,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://internal.bank.local/?id=915160,0,0,benign,-1
2025-10-01 18:13:44,17918984113,6980117194,34670,64323,2,19715,75045,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/test.php?id=709208,0,0,benign,-1
2025-10-01 18:47:13,203192805,245183123154,80,3389,0,2833,10626,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/admin?id=638150,0,0,benign,1
2025-10-01 18:52:10,226249412,264831156,80,1433,0,19774,1774,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/dashboard?id=689641,1,0,benign,-1
2025-10-01 18:55:09,29145181,1341779647,21,445,0,8882,36445,curl/8.4.0,https://internal.bank.local/owa/auth/logon.aspx?id=509212,0,0,benign,1
2025-10-01 19:03:17,167145213178,16192121186,20339,445,2,32511,83577,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://internal.bank.local/config.php?id=141981,1,0,benign,-1
2025-10-01 19:25:12,628919153,251168139187,43467,25,0,10912,35686,python-requests/2.31.0,https://webmail.corp/.env?id=879243,0,0,benign,1
2025-10-01 19:37:00,4725545161,881302421,25,80,0,2984,8729,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/config.php?id=458228,1,0,benign,-1
2025-10-01 19:43:18,212154178108,11918141195,61862,22,0,2634,3952,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/manager/html?id=369349,0,0,benign,1
2025-10-01 19:44:51,21209831,15120213118,44567,53,0,3350,12963,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/login?id=193171,0,0,benign,1
2025-10-01 20:48:29,16110614114,123230119157,15958,44506,0,33918,109761,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/shell?id=334695,0,0,benign,-1
2025-10-01 21:16:49,505776176,994816170,15479,3389,0,36029,134176,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://webmail.corp/phpmyadmin?id=208407,0,0,benign,1
2025-10-01 21:38:24,94145107112,2324926133,12496,1433,0,10855,8306,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/test.php?id=537329,0,0,benign,1
2025-10-01 21:40:52,6517123212,22210150208,48664,445,1,45262,68493,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/wp-login.php?id=73430,0,0,benign,-1
2025-10-01 21:42:23,27269041,29254160110,57832,25,1,16938,41844,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://app.company.in/.env?id=577488,0,0,benign,-1
2025-10-01 21:53:51,20214248132,1601421099,62446,3306,0,40174,91419,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/owa/auth/logon.aspx?id=484658,0,0,benign,-1
2025-10-01 22:01:13,3036120185,1228253230,22,445,0,15631,6221,curl/8.4.0,https://portal.example.org/login?id=614989,0,0,benign,1
2025-10-01 22:19:51,11416621451,176233232206,5821,1433,0,41349,4755,curl/8.4.0,https://webmail.corp/shell?id=62593,0,0,benign,1
2025-10-01 22:21:27,192166117200,3419721653,3389,21,0,21767,5948,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/config.php?id=393722,1,0,benign,-1
2025-10-01 22:42:04,15024827228,138169225143,33599,25,2,4640,9110,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://api.service.io/shell?id=304823,0,0,benign,-1
2025-10-01 23:39:13,11274110238,235214230239,25628,1433,0,121816,210742,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/shell?id=50249,0,0,benign,1
2025-10-02 00:35:48,9669234185,8424481141,21,1433,0,25522,41528,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://internal.bank.local/test.php?id=724224,0,0,benign,1
2025-10-02 00:57:25,866516178,1986085218,11872,443,0,24462,71756,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://api.service.io/manager/html?id=386772,0,0,benign,1
2025-10-02 02:26:55,768087148,179178171225,445,3389,0,44898,45483,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/dashboard?id=726257,0,0,benign,1
2025-10-02 02:33:13,24911744106,9598238183,23642,25,0,53260,138087,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/owa/auth/logon.aspx?id=214323,0,0,benign,1
2025-10-02 02:38:38,220250110152,593114255,53649,80,0,55629,224913,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/dashboard?id=546535,0,0,benign,-1
2025-10-02 02:38:49,1222361424,11721310432,33422,3389,0,1735,1761,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://api.service.io/login?id=77964,0,0,benign,1
2025-10-02 03:02:10,84222113229,10425211127,22287,3306,0,16077,66592,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://app.company.in/backup.sql?id=305170,0,0,benign,1
2025-10-02 03:36:53,12117217136,18248138192,16296,36576,0,14754,16717,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/backup.sql?id=922406,0,0,benign,-1
2025-10-02 04:07:05,12712342143,19213918201,21,3389,0,25084,19781,python-urllib/3.9,https://app.company.in/test.php?id=629681,0,0,benign,1
2025-10-02 04:26:46,1936208244,11418921012,25,53,1,9146,34457,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/admin?id=884914,0,0,benign,-1
2025-10-02 04:34:49,566718376,13636157167,52337,3306,0,96879,196078,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/test.php?id=368914,1,0,benign,-1
2025-10-02 04:37:59,62468123,187216159249,22726,445,0,630,1924,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/dashboard?id=999178,0,0,benign,1
2025-10-02 04:48:04,11812232119,25424881150,14167,53,0,1311,4973,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://app.company.in/?id=235852,0,0,benign,1
2025-10-02 04:48:35,1987020748,1068290188,54356,443,1,5117,10490,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://webmail.corp/.env?id=582183,0,0,benign,-1
2025-10-02 05:42:29,110138106202,22219158205,50705,1433,0,995611,1844905,Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html),https://app.company.in/api/v1/users?id=958364,0,0,benign,-1
2025-10-02 05:45:26,17641171189,3621124847,26188,21,0,2502,10183,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/shell?id=821379,1,0,benign,-1
2025-10-02 06:12:40,23928186228,106208164254,14715,443,0,308918,816766,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://webmail.corp/admin?id=141306,0,0,benign,-1
2025-10-02 08:00:03,453410436,17124734234,31292,1433,0,54549,198829,python-requests/2.31.0,https://portal.example.org/shell?id=833204,0,0,benign,1
2025-10-02 08:08:27,252171122139,1616596250,43485,53,0,186941,411001,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/config.php?id=113271,0,0,benign,-1
2025-10-02 08:25:58,30244107193,15173181166,19420,445,0,3520,916,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/phpmyadmin?id=60159,0,0,benign,1
2025-10-02 08:49:06,23013621671,20725323531,63621,80,0,85390,125670,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/manager/html?id=376708,0,0,benign,-1
2025-10-02 08:58:05,143219089,14316599183,12908,22,0,34919,127581,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/shell?id=450510,0,0,benign,1
2025-10-02 09:05:43,11624862121,103154122,3169,443,1,128420,135572,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/115.0,https://portal.example.org/phpmyadmin?id=728266,0,0,benign,-1
2025-10-02 10:18:40,182149231159,751141066,39877,21,0,50220,201259,python-requests/2.31.0,https://portal.example.org/api/v1/users?id=381138,0,0,benign,1
2025-10-02 10:23:17,953396229,168017997,3083,443,0,397582,1041673,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/phpmyadmin?id=295883,0,0,benign,-1
2025-10-02 10:59:08,10191147246,3110250105,10340,80,1,31410,117090,curl/8.4.0,https://internal.bank.local/.env?id=614862,0,0,benign,-1
2025-10-02 11:06:37,245395543,175203253120,21064,3306,0,36855,120163,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/config.php?id=5638,0,0,benign,1
2025-10-02 11:43:48,391041176,122456254,34673,25,0,85557,122769,curl/8.4.0,https://api.service.io/phpmyadmin?id=126175,0,0,benign,1
2025-10-02 11:45:44,1076724289,4022923927,14531,3389,1,32185,7868,curl/8.4.0,https://webmail.corp/test.php?id=999396,0,0,benign,-1
2025-10-02 11:48:23,1082271075,113220109190,61247,21,0,77737,137531,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://api.service.io/phpmyadmin?id=774027,0,0,benign,-1
2025-10-02 12:27:26,493211224,2411149231,20622,3389,0,99827,295763,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://internal.bank.local/manager/html?id=845960,1,0,benign,-1
2025-10-02 12:29:09,206118171106,22415191179,3700,30546,0,43718,75142,curl/8.4.0,https://app.company.in/test.php?id=599820,0,0,benign,-1
2025-10-02 12:39:27,15222723478,7610751125,32022,25,0,4374,16546,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/test.php?id=731821,0,0,benign,1
2025-10-02 12:46:21,1466715644,233208236102,6650,445,0,9131,37264,python-requests/2.31.0,https://portal.example.org/login?id=751885,0,0,benign,1
2025-10-02 13:47:42,203133116124,35852249,47063,25,0,84915,137214,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/phpmyadmin?id=472576,0,0,benign,1
2025-10-02 13:50:49,961472438,3717815964,8403,3389,1,214874,801084,"Mozilla/5.0 (iPhone; CPU iPhone OS 16_6 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Version/16.6 Mobile/15E148 Safari/604.1",https://app.company.in/dashboard?id=593450,0,0,benign,-1
2025-10-02 13:56:17,91145233245,24436202164,44695,25,1,987,3254,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://portal.example.org/wp-login.php?id=680179,0,0,benign,-1
2025-10-02 13:59:14,438214647,2521183482,48152,445,0,8878,19255,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/backup.sql?id=87811,0,0,benign,1
2025-10-02 14:17:49,250897842,13115821570,51218,443,0,22874,67935,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://portal.example.org/manager/html?id=409161,0,0,benign,1
2025-10-02 14:35:37,61592182,2272476486,34410,22,0,5394,6897,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/119.0.0.0 Safari/537.36",https://app.company.in/wp-login.php?id=243745,0,0,benign,1
2025-10-02 14:46:00,1486422567,1082714499,30832,445,0,5907,14813,python-urllib/3.9,https://internal.bank.local/?id=955503,0,0,benign,1
2025-10-02 14:53:20,9594105144,220161251194,65075,21,1,47092,64627,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://api.service.io/phpmyadmin?id=584475,1,0,benign,-1
2025-10-02 14:58:29,18217162251,16822104112,37608,25,0,276565,1124823,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/120.0.0.0 Safari/537.36",https://webmail.corp/phpmyadmin?id=996808,0,0,benign,-1
